Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU21,85.58697255189998,59.47696652483621,615.0684779097407,7275.337738215087,Unknown,66.3413853560018,24.6555707611704,6.13637419605302,6.0038112688764365,Carrier B,5.890327484405643,Supplier 5,Chennai,18.908166600943357,823.2001682244646,4.345618679981709,62.851169308115566,Pending,0.0352879517001239,,Route C,508.6492748625856
skincare,SKU52,96.10526460730478,-0.7859170675682887,836.0011735593627,9503.093936791254,Male,63.40268647099387,11.256348945472078,,1.0523505681478462,Carrier B,8.664480795868696,Supplier 1,Mumbai,10.231430831242962,725.0842762718456,27.22178608888245,8.077960793265564,Pending,2.1304975774916133,Air,Route C,613.462687350117
skincare,SKU1,13.101957525182128,92.5103138859722,735.0254614837885,7335.790749782112,Female,54.35378195955501,30.521413276819064,37.05569766865923,2.2692852188530943,Carrier A,9.88654956663462,Supplier 3,,,503.4546749131608,29.619834293992188,34.73254568817818,Pending,4.874266509344395,,Route B,504.7186120620763
haircare,SKU87,78.70175341468895,20.51605842671509,95.1125296766404,4989.089182653696,Male,4.041216398520437,,,10.014811255249786,Carrier A,6.593334324177159,Supplier 3,,25.661777588958056,512.4260620605127,17.5138849616876,29.913839091828525,Fail,3.678153405153379,Sea,Route B,877.1925811505488
cosmetics,SKU29,63.1873145624834,5.654205756688949,262.1567531335915,8317.810551854476,Female,46.886632757651626,5.517200147384113,,7.167654724710092,Carrier B,8.185793288385156,Supplier 1,,16.533713776986314,336.15695247221913,6.501403557466443,42.179023955435945,Pass,3.879493265194473,Road,Route B,
skincare,SKU37,23.137470180683547,3.170387634168118,966.7774790937452,2507.63149301987,Female,23.138057581592403,,,8.839310984209416,Carrier A,1.230538508546246,Supplier 3,Kolkata,23.305101240482767,868.4216757324325,15.002908211002875,35.43291020188928,Pending,2.506352591524078,,Route A,199.0115896003101
skincare,SKU1,15.28616669920109,97.77808919139716,745.9112772977685,7714.851692311654,Female,54.22906835616413,29.560078951316328,34.96867801162101,1.9152823122623504,Carrier A,9.566167277329656,Supplier 3,Mumbai,23.613565636970417,523.6778795107302,30.01623342193066,34.16053691894005,Pending,,Road,Route B,491.6218597336748
,SKU63,13.644343907333337,57.13194392916692,265.7152689368131,4339.090204816829,Non-binary,54.78036636314239,19.13555572478072,,,Carrier A,2.4413334678826133,Supplier 3,Bangalore,17.211584402437097,759.1890862836166,9.659173703413858,18.49508431834169,Pending,3.4802284722150256,Sea,Route A,669.0054137173462
cosmetics,SKU59,63.31521765927338,31.65440375821343,488.19517944249566,1211.8473559773422,,98.85977708626883,15.653303708043742,,6.980080471996435,Carrier B,7.383040799742847,Supplier 1,Kolkata,11.52094226640327,184.56081967126744,3.6554319070371393,0.3095027512437511,Fail,0.5043786830940471,Air,Route A,325.3207045888065
skincare,SKU20,97.19020941776732,22.54082753722369,323.9794904137773,,Unknown,29.183855715681517,11.094462368534002,68.13508499592302,5.861084858311479,Carrier A,8.891242072538457,Supplier 1,Chennai,29.148545629929057,310.2158394610491,5.68086932032501,64.24478232814864,Pass,4.113863008908705,Air,,511.34922987307743
skincare,SKU32,79.27123579480684,45.70261307479724,777.4267528027715,9601.924937449048,Unknown,89.72651501572041,13.20456531426138,,4.234115588126987,Carrier C,6.717390802930868,Supplier 3,,29.139347976378343,728.2689581627468,6.777644591134775,31.15191635189564,Pass,1.9776433587477324,Road,Route A,761.0804800507608
skincare,SKU75,93.6462015647771,25.86507533014443,107.48993122014278,1920.7385610430567,,17.705612376353812,19.92733127491333,55.12373905438006,9.868250612739926,Carrier C,2.4421214580603703,Supplier 1,Chennai,24.669438256192112,753.641511511181,10.911424322728765,,Pass,2.0805489091485336,,Route C,858.2623140667552
haircare,,,64.49053958716607,209.53788237148055,,Unknown,4.960039078061365,17.972431301985544,,,Carrier B,9.175326142823309,Supplier 2,Delhi,21.453657757483125,580.2291446005304,24.591372437988607,66.37921553637504,Pending,2.450832937602497,Rail,Route A,486.6022795322664
cosmetics,SKU21,86.14396610605877,63.3320846309322,591.6129477042448,6912.339787955642,Unknown,69.95263909091732,24.192207578682144,,5.929574214218159,,6.009741073917001,Supplier 5,Chennai,19.01579433131393,793.0879748644414,4.14468196853818,63.5394140205035,Pending,-0.0705685974198513,Air,Route C,516.226508382753
,SKU88,76.93050432158574,59.244438966479045,737.2499220374864,9514.596440030107,Male,59.97109686870402,18.08917754673204,84.3433129387534,7.054201672612371,Carrier A,3.889266342215141,Supplier 2,Mumbai,20.35023443565084,966.7909955254576,10.585722099429043,,Pending,0.7337810122224991,Sea,Route A,95.27081671758104
haircare,,75.24977959602695,25.58496156833929,39.13040337999401,7346.665912010839,Non-binary,32.48636601846142,15.698003935154109,9.877065773137282,,Carrier C,7.2476109675911635,Supplier 2,Mumbai,8.604980381322758,95.5350775775642,17.825204018734276,23.80321009730905,Fail,1.728349642249027,Rail,Route B,740.2492201707216
skincare,SKU90,15.867768055679903,56.472725584079335,322.986194843662,9465.245799572756,Non-binary,67.14774400202421,17.91205983383787,,,Carrier B,7.888652957877313,Supplier 3,Bangalore,,596.2197178270782,8.249159738873784,85.60476114192488,Pass,1.2996741681219484,,Route B,1027.097375845449
skincare,SKU58,61.57592308219475,82.44839350812366,891.4626542707035,2262.219852077957,,11.40893365598916,4.560322962712752,46.80334034904462,6.919916745735976,Carrier A,5.080055894728407,Supplier 3,Delhi,17.87425684577417,398.5193120485714,7.460181765660643,63.5382866744406,Fail,1.7438930511237427,Road,Route B,137.16744899759158
skincare,,98.99133845181116,33.30667816301893,533.8489848286177,,Female,63.63511191833832,18.852075219960096,39.78563722462408,7.932196700132619,Carrier B,5.697869774660775,Supplier 4,Chennai,17.82928095095707,898.9620634588852,6.578205873380992,96.53234501079407,Fail,-0.0456995632339958,Sea,Route A,268.082715024732
cosmetics,SKU91,59.818250693845705,88.4910025218041,927.6661462628032,1983.1321725635269,,95.41271495399997,21.92606360024855,82.22442877617453,7.022879665309237,Carrier B,7.531408954683842,,Delhi,4.961736308202478,197.418366820518,27.32092457102286,,Pending,0.7200187485174523,,Route B,1013.9872469892198
cosmetics,SKU59,63.515193442672434,30.62113882609788,465.843841694332,1270.335755401077,,,16.00877546912031,25.144580798154028,7.242498992890136,Carrier B,7.354968400777654,Supplier 1,Kolkata,10.63337118738381,183.2824919625192,4.008174633111988,5.133701589288911,Fail,0.5003603219703003,Air,Route A,309.773126493583
,SKU79,60.24582897278193,59.45891176843936,187.4110750698043,,Non-binary,30.115412669729132,25.26985211322424,,1.19900361600165,Carrier B,6.676318758750893,Supplier 3,Bangalore,4.7419532044898975,234.4303410439263,11.940622113391845,56.406646478807446,,-0.0289256568200549,Air,,354.84768590157205
skincare,SKU14,96.25762240695894,22.755559557179367,527.4124853687324,,Non-binary,56.6162022117952,29.161964459047788,77.7140236816574,4.880280079709391,Carrier B,2.1294987041462057,Supplier 1,Kolkata,25.389562603458693,530.1665175510822,14.743915085017417,6.080373275911821,,0.1288175422649451,Air,Route B,915.9825831819966
haircare,SKU61,52.66460456726692,25.060797946864657,88.68636109647048,6774.778367949399,,33.03958495448248,23.04259318135353,,7.150276976559256,Carrier C,8.960276132952496,Supplier 4,,14.102582185985645,492.1184397153181,11.840337393767742,77.35436291533748,Fail,4.405411508159712,,Route A,154.71178452707338
haircare,SKU61,,23.672743653530844,125.93504028732718,,Unknown,32.214363363877915,22.930859825962408,,6.890472298716663,Carrier C,9.04048286327909,Supplier 4,Kolkata,,481.0968169667695,12.211484775789517,76.95265337850749,,4.403908667566808,Air,Route A,144.09681106478
haircare,SKU46,26.055242725410185,75.85879781926594,866.8393813345701,2517.5710350459985,Non-binary,92.0881156472479,28.920679422727805,,7.883443246969608,Carrier B,4.084395208429993,Supplier 3,Chennai,18.37032178593605,863.7499042813021,23.19504767548692,77.51281243000676,Pending,3.613884472193941,Road,Route B,367.0669934449416
haircare,SKU61,51.24369798149344,24.525650842160253,138.25631788278193,,Unknown,31.767109580825235,22.860420718995336,34.810913485521006,7.125778927079124,Carrier C,9.10154781966287,Supplier 4,,14.56060637039585,478.9140209902343,11.76421807207847,81.32351444297132,,4.4473999084226055,Air,Route A,168.19975576337052
cosmetics,,12.250267792988506,89.56471249729323,622.0450615885121,5707.577038336057,Female,29.131748882051124,23.41496219313269,81.60743558313645,9.976064526512046,Carrier A,6.205430475853071,Supplier 2,Delhi,19.652809773973303,292.32926951975776,20.727344292506125,44.202157338252256,Fail,4.842135295994755,Rail,Route B,475.3865372090912
haircare,SKU54,33.633863269731606,14.066802822935674,597.759954331533,,Non-binary,31.972799817120706,21.839565529399195,62.53725780158485,3.1225133374999667,,,Supplier 1,Kolkata,26.39290138908614,474.1926419206835,28.92650435120159,,Pass,2.476409724167656,Road,Route B,828.233816602562
skincare,SKU63,14.303739476431025,54.15890989398324,254.03404078110324,4256.881682986159,Non-binary,51.89640444948265,19.82754527799925,,4.070152622231675,Carrier A,2.463939929684812,Supplier 3,Bangalore,17.968152126309,714.3289871312013,,22.24550116612556,Pending,3.5322710858438398,,Route A,664.9586325608369
haircare,SKU2,7.296214533218756,32.63974813291145,3.533664691439066,9579.932840385993,Unknown,1.719159586706261,9.333611552454004,86.81388132861775,2.0713297451956403,,7.886042278075989,Supplier 1,Mumbai,,926.038875306287,26.84983530397104,30.35639781301694,Pending,4.6682798179534055,Air,Route C,131.35325245646567
cosmetics,SKU50,14.341809180733184,91.0099386870368,636.1205834441755,5808.984987199048,Female,32.890454555093086,23.45437279154928,83.60674944621752,,Carrier A,6.214858907379665,Supplier 2,Delhi,20.100812333796465,308.80202123570075,21.416021671453905,43.40463955596723,Fail,4.728390312825331,Rail,Route B,498.4006989395681
skincare,SKU6,3.857058168468377,46.19312159306828,62.66812222985167,7740.136411292065,Male,12.670564906170386,14.974205398310342,59.37750146800787,,Carrier C,3.855733460030653,Supplier 3,Kolkata,13.6955888433847,299.30400033329715,23.54896922869658,2.502809181317925,Pending,0.9015704528694928,Sea,Route A,143.0877298708739
skincare,,,20.77680149921164,289.23369575874017,8189.656781713169,Unknown,26.413269109161096,12.535501297393935,68.60089381369023,6.364503465612985,Carrier A,9.067882582398273,Supplier 1,Chennai,29.68874667226234,320.5538625234345,6.425237262976087,66.96356161893411,Pass,4.247717451463492,Air,Route B,
cosmetics,SKU72,88.74008528663522,90.3068792439892,453.2813456380781,,Non-binary,,29.71252706141106,78.20609991519966,9.390630311238382,Carrier A,6.47956760646193,Supplier 1,Bangalore,,135.82218423566064,11.154027813732904,54.05280411332,,3.3091459647128376,Rail,Route B,684.96902683761
cosmetics,SKU38,51.40279963104084,72.25898452226377,694.623343212825,9773.211244619057,Non-binary,69.13484559570036,0.5579186648424652,,5.033623590465648,Carrier B,9.287160322539512,Supplier 5,Mumbai,9.93950351703568,832.3012005463924,12.816321597955152,4.08648096583299,Pending,0.4690071200008103,Air,Route B,327.61950233013107
,SKU17,81.43667651327377,80.22981501625499,118.50735760608006,,Female,43.70216158523149,16.709117878528147,85.08020841743799,,Carrier C,3.5301624001961573,Supplier 1,Chennai,6.864961536038632,436.1458761920469,16.061971296143728,48.68683021763952,Fail,0.1352062567256045,,Route C,665.4276296392266
skincare,SKU3,62.01618138767544,68.9813630061509,110.3647717701748,7717.732946692772,,25.25318791921412,13.170099271264425,58.967694300091296,6.0454681704086966,Carrier C,2.000028695769542,Supplier 5,Kolkata,,947.7457105874938,18.25072441674321,36.9124700726634,Fail,4.69593834876498,Rail,Route A,253.3503992107755
cosmetics,SKU88,79.10184073378637,58.64876078453702,750.202389153321,9425.999330669914,Male,61.65540463863163,18.3576583040144,85.7247899620905,6.801315161540536,Carrier A,3.823801387872812,Supplier 2,Mumbai,21.28397483489855,956.3092902478096,11.41909039219268,67.03666662597901,Pending,,Sea,Route A,105.95627918785682
cosmetics,SKU59,61.97517952681072,28.56611443127985,492.85935038535536,1293.0457097615974,,,15.820345441893055,,7.077834293605333,Carrier B,7.311194343629338,Supplier 1,Kolkata,,181.87643312996332,3.941070192768231,3.3841481876209265,,0.453215933882733,Air,Route A,304.6141254839393
,SKU13,16.576101321738125,1.7916489246412546,236.1331575509085,4208.826967305869,,79.18728516229142,8.049889968334416,46.84938194864201,8.754754706201267,Carrier A,9.68911753136028,Supplier 5,Bangalore,22.75785885436243,194.66853415744117,10.434687298809116,97.29651685710104,Pending,1.7101430882619322,Road,Route B,543.6100867993273
cosmetics,SKU8,67.24641932426917,78.87596102442807,148.3300873875952,7263.174984763403,Female,6.896878205389447,9.68670524824264,14.219918354559466,7.05135883474158,Carrier C,3.333849847383207,Supplier 4,Mumbai,13.028896219326208,759.9309740379633,7.909046140564467,11.15152926291765,Pending,2.645205904922827,Sea,Route B,523.8635210576967
cosmetics,SKU89,97.96516962734104,7.813795750957345,123.41473930585109,5949.775553780178,Unknown,89.650365188625,1.457872898349431,28.683159278525576,8.043527859187357,Carrier B,9.766260151420168,Supplier 1,Kolkata,22.90027698425241,352.6391330826202,11.706935075648296,45.12884601771667,Pending,1.8108658020455208,Rail,Route B,506.6225152801155
skincare,SKU52,96.15261535731142,0.992754415100544,841.1481821807289,9575.7056758665,Male,,11.326603783454338,13.863769769045543,,,,Supplier 1,Mumbai,10.519876738898017,733.471117534395,27.05522927489297,6.352857084837591,Pending,1.9554465462539947,Air,Route C,605.5965171161087
skincare,,13.21001007770118,95.3486135148529,738.8080705715249,7485.212113959106,Female,51.4477033116799,29.653631312240112,,1.848157513933696,Carrier A,9.738807022706627,Supplier 3,Mumbai,,507.154177893577,29.568762334046877,34.86376332103374,Pending,4.774858273427257,,Route B,508.95782320495664
haircare,SKU83,68.10393888762603,83.1262648527994,649.5390630552923,2621.169718947181,Unknown,63.86866133674783,24.395625648302925,,7.82113364280078,Carrier B,4.931267765078305,Supplier 1,Bangalore,19.20503479707755,444.11210838798223,4.391770266970295,98.03269620771312,Fail,0.8657767223334943,Road,Route A,665.8383492878766
,SKU91,64.48388049141565,88.7000719633792,912.3419369891994,1969.027380449356,Male,98.10205526605486,21.89830913053237,84.19448633533545,7.1324913202835525,,7.467788675295207,Supplier 4,,5.277579667462304,194.87271529856,27.050401278005136,39.00218753979868,Pending,0.6616534846769374,Rail,Route B,976.6295427834674
cosmetics,SKU59,64.8590932286243,31.4436009160448,488.5790157041755,1058.1586556336017,,102.61006447223292,15.965111329507032,26.23313028350022,,Carrier B,7.495608631286646,Supplier 1,Kolkata,10.716139151846836,185.46679714588456,3.2074215915797697,0.5389830181127684,Fail,0.3418752318700055,Air,Route A,314.983900034453
,SKU70,,89.054574854108,25.64443291532713,7057.091667149248,Female,9.809457272673235,12.29409353908168,,3.902994921428709,Carrier B,6.337086809037219,Supplier 1,Bangalore,,772.1798402043819,15.062242864067567,,,1.9423392372535773,Road,,196.9478671876112
haircare,SKU43,10.170109361527372,6.051576053549519,598.4843867125996,5912.998909874324,Unknown,34.38976089602432,28.51685504304681,85.26521760058993,8.99818041417482,,3.812319736600715,Supplier 5,Mumbai,,197.98085736088197,23.1002868407768,28.119036863855985,Pending,0.4644163274347285,,Route A,715.3854068006978
,SKU7,43.34127480305911,59.09707881560994,427.9462385192148,8374.480646388576,Female,96.16998146294227,17.938023432240108,13.128377421735578,1.030886693336766,Carrier B,2.501833032240588,Supplier 4,Bangalore,21.710507513557733,562.2881643156927,0.5269758305849763,,Fail,,Road,Route C,797.5172605384105
haircare,SKU46,27.01458539852129,75.98295374004739,871.2692277511953,,,94.75694331420898,28.508288616117127,7.886528491354242,7.943624403199702,Carrier B,4.178652671184711,Supplier 3,Chennai,17.978340257906684,883.1055067504446,22.853896584625065,77.38971798319155,Pending,3.660784251407289,Road,Route B,376.9313401685913
skincare,SKU34,37.1478927321946,98.3440869464203,607.7126134315839,8802.047312706023,Unknown,-0.5036779524742121,25.47261753141174,22.29833399669718,7.074707294437574,Carrier A,1.1579575453062878,Supplier 1,Chennai,4.576044666844786,456.7146578269165,9.5722155812145,8.738700612683504,Pass,0.6797428177009214,Road,Route B,505.19025156295504
,SKU77,59.17113041793488,14.433593624736876,366.25662081944176,2456.500416592026,Unknown,98.4729534558454,27.45398242259014,55.63066767752705,,Carrier B,6.915484956944376,Supplier 1,Kolkata,26.58744783962993,328.1814666232024,5.613352230559166,41.56813317733842,Pass,,Road,Route B,851.1189583098164
skincare,SKU80,90.98927061977432,74.6853943263911,902.865993568864,8549.692028055979,Unknown,,13.77777479492543,40.79881997358116,1.9546869484390743,Carrier C,2.808469682036081,Supplier 3,Chennai,8.11430613637867,176.46831293093743,4.376978035605329,,Fail,,,Route B,808.0317954113056
,SKU35,87.71515516981232,12.629658109141372,433.1064764885518,6520.305896933398,Female,42.1177868339956,28.493898111569077,86.76004177672411,8.1838343330239,Carrier C,5.451316961392549,Supplier 1,Delhi,3.131054829206597,375.7255830959601,2.593839686187457,59.89342055324944,Pass,0.5151249281595591,Sea,Route C,555.6310799729247
cosmetics,SKU49,74.66424458177524,18.725798740934263,96.28686159811278,8068.803697137918,Unknown,95.3358530291434,24.049837985105224,7.749770868725299,,Carrier C,2.541360089596993,,Delhi,,183.0708800545381,28.3374655500592,14.711815804035751,,2.821637234277947,Rail,Route A,346.8280203882569
skincare,SKU3,,68.8584767910274,,7601.444304994864,Non-binary,25.51814648318563,12.624641032960874,57.36574704800601,6.085348636251438,Carrier C,1.6458740586093097,Supplier 5,Kolkata,24.19920894644906,923.135204566036,18.01432697242291,,Fail,4.769061977674055,Rail,Route A,260.3796054575057
,SKU1,16.118703603308866,95.8571490650738,712.3613688404914,7488.026126232023,Female,53.45244000679925,30.06440459223356,37.72433165679133,1.9590234983071364,Carrier A,9.553038003059164,Supplier 3,,23.194464942463974,539.6265282278118,30.111390272993336,,Pending,4.79156176169419,Road,Route B,499.39799999338527
haircare,SKU5,2.043094229301816,85.74491836287564,135.3974986309547,3155.2675801271357,Non-binary,92.95037997297312,,,,Carrier B,4.553056003544057,Supplier 4,Bangalore,9.871623660921342,103.73693234992383,17.151218614199777,55.630614530942005,,2.6493971099939406,Road,Route A,232.81088251918567
skincare,SKU53,,92.31704021239445,243.51091662880563,,Male,93.70342593506588,25.45030662371087,53.98456156215189,3.0183540972666174,Carrier B,1.0748596501788612,Supplier 1,Delhi,0.6298219700560208,608.4146429540566,16.787822208445412,83.3377169039828,Pending,1.335268264139536,Air,Route B,736.8804745374632
skincare,SKU3,60.17344401105797,70.81658341809789,105.60532599394293,7624.894380421459,Non-binary,23.45598280956904,13.1156542440192,59.26542504900397,5.717371147340341,Carrier C,1.9418111493603392,Supplier 5,Kolkata,24.31737270530548,947.50597851583,18.325575566793184,35.867058573170915,Fail,4.709695632191199,,Route A,250.54986671025117
skincare,SKU53,30.040892360136493,92.29089707790077,257.7421892234856,8470.393329026509,Male,95.65822777939188,24.525417140105752,52.56868140391499,2.858619808797111,,1.1542072702703274,Supplier 1,Delhi,,642.7291114808513,17.064091481436115,83.63241859469936,Pending,1.3173087705204367,,Route B,759.4331557346426
cosmetics,SKU92,45.75948626816089,47.630230691024906,287.0740702709333,2125.426452670317,Male,88.84442457269094,24.637482730901095,,8.02983277156719,Carrier B,4.339159105171233,Supplier 2,Mumbai,4.491486851501605,672.7505470466328,28.97011685149091,62.23332483366944,Pass,0.4007832500586221,Rail,Route B,244.36633474291423
cosmetics,SKU62,73.33542738923906,90.08957037608056,275.99774300077684,,,86.03023908036309,1.830401169741971,39.97798865956376,7.061522356445592,Carrier C,7.453955208971237,Supplier 2,Mumbai,12.641713540994893,750.6070954487125,14.682704484836885,21.876036948241943,Pass,1.8449038703570857,Sea,Route C,308.2691778155715
cosmetics,SKU17,77.42835372129397,84.48461526625464,103.36400221979495,2854.937464850251,Female,44.60193925119947,17.5500206280454,85.01579355332488,9.21324455303405,Carrier C,3.4740322839518063,Supplier 1,Chennai,6.874156429704755,475.1860227731468,16.926053850821045,47.93435789557719,Fail,0.0801763150771199,,Route C,666.4525479224217
cosmetics,,96.11257995097836,9.282619183725458,136.4408623308384,5800.585618682188,Unknown,91.2572606935199,1.0034270136322718,27.04627082125971,,Carrier B,9.98959890288168,Supplier 1,,22.44215435271331,,11.104997571322542,49.19409195678526,,1.964869459353486,Rail,Route B,
haircare,SKU43,11.586772761872783,6.931012576392235,584.7615765701735,5992.264551407517,Unknown,35.4382503893909,28.879667924905903,84.07873506479086,8.711754141554186,Carrier B,3.742998447755906,Supplier 5,Mumbai,1.5585847163361417,,23.622343042648836,26.72894512868768,,0.5497264260690091,Air,Route A,747.7256801402038
,SKU33,64.72450926175242,63.46116412091566,595.0439385268511,4940.319285504221,Non-binary,5.561663259607358,16.553764910121714,97.6940847176386,8.92337573174806,,4.923016872059223,Supplier 5,,0.6241433421122913,248.7340258179748,22.417928142658305,24.00378368863841,Fail,3.6308630887631046,Sea,Route A,369.78486627481294
,SKU73,85.4139984011712,40.65296532079591,388.4487027621114,7995.723011132653,,16.082338096662543,24.94089241591919,,4.902859991154704,Carrier B,1.5209643373087247,Supplier 4,,12.518093148867964,453.9086607816131,3.5279530712121883,47.07129672443085,Fail,4.673567575197583,,Route A,873.0819530899051
,SKU61,55.68053998713753,26.28664235388188,99.67366285039796,6716.445086618083,Unknown,31.71128657649853,23.400016375037037,35.49596934188195,7.049914889178791,Carrier C,8.939861185884894,Supplier 4,Kolkata,14.359808187060016,477.1594418527805,11.369242584597538,76.81507427035244,Fail,4.416301110407967,Air,Route A,169.21366673988365
haircare,SKU99,67.82551342671317,19.31102430440485,640.9128029819686,,,55.2989837270411,8.206775558831733,,6.141867594378861,,,Supplier 2,Chennai,29.05300962687804,923.3127594187248,2.2449034155171246,38.42088556487759,Fail,0.3494553316240034,,Route B,208.2694089953312
skincare,SKU13,16.670043720558994,2.138482836614976,264.8575083696926,4171.517696978837,Male,78.09749627621711,7.654027413142595,47.0751733032296,8.971091301548661,,9.553167622070992,Supplier 5,Bangalore,23.0926936336006,179.4776054665122,10.302545783341644,94.8682130790962,Pending,1.5733783414613332,Road,Route B,521.4013540292947
cosmetics,SKU94,,96.26000359205904,1014.2468976198217,7810.384994870343,Unknown,78.7184338820529,25.655462466757637,74.48658782863829,8.914025214019876,Carrier B,6.944736770168019,Supplier 2,Delhi,,910.4391254237896,14.270451166683864,57.75115627809364,Pass,,Rail,Route B,835.6155615873362
skincare,SKU47,93.62147739685015,94.63525772972764,923.5836775524476,6915.419526025474,,3.798069113901232,14.600299510902092,,8.98178197346191,,9.014419460117493,Supplier 1,Kolkata,9.861973130340996,983.408346194426,19.79815976161125,,Pending,0.3553489558696653,Rail,Route A,569.6156200070968
,,98.39292993925388,24.144712642980664,,8702.057623854309,,52.43392299557002,28.7390651856924,,5.114116655160896,Carrier B,,Supplier 1,Kolkata,24.506564101364354,581.74311223249,14.13972431062868,6.455596167490326,Pending,0.1818613748464738,Air,Route B,908.5936052891856
cosmetics,SKU71,5.838219436188018,13.282683857298274,625.327900145027,8232.303744251052,Female,77.55531983945728,2.7833541843609,27.76888928041139,,Carrier A,9.340525044302284,Supplier 2,Bangalore,,244.39253408266663,9.72330150876047,31.005218401144347,Pending,1.959055711034353,,Route A,415.9701621688968
